signal,category,official_formula_url,official_formula_sha256,required_inputs,source_used,source_url,license_terms,minimum_history,data_acquired,current_value_calculated,current_value_count,effective_date,available_at,coverage,fidelity,tests_executed,github_run,source_evidence_run,artifact,status,remaining_blocker,strict_score_eligible
MomOffSeason11YrPlus,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/MomOffSeason11YrPlus.py,e185e4a4f26a2e228572e31e8a9feda6184272f0c3b017889f18f7e28399d11a,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
MomRev,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/MomRev.py,c161588a8b984f4832a43c66cb32af555743b5dc068227239123f706be43df60,momentum_6m|momentum_36m,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
MomVol,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/MomVol.py,b80ab3e5495590470e7c865bc55b3dee06d009d4bf1ea2e3b23dfa3073967b27,momentum|six_month_turnover,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:yahoo_public,False
NOA,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NOA.py,0210dfc4111cb3af1a924137a780da81f664c998d43852fe3b3e4cb657e558a2,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
NetDebtFinance,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NetDebtFinance.py,e8412606b15fe6eba89f37e301b1e8978a963d6798c8494bc34c15b14b3150d6,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
NetDebtPrice,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NetDebtPrice.py,cb76e8dc208659a85cddaf38004c8bf4ba7e23349c2afde6b0f7904e72176442,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
NetEquityFinance,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NetEquityFinance.py,ede836d5312897d3b4e4ba843c007b70b859f5f07790f8c50db10f8f2f9bb385,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
NetPayoutYield,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NetPayoutYield.py,4a30a7eeee64e52bcc4c609ce5134ac873bc1cff7b7e25ace9282f7887a79afe,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
NumEarnIncrease,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/NumEarnIncrease.py,575b3ed1cdb97df48e03ad6d00d883b8d476b169178979579c59a5b312ddadf3,quarterly_income_history,sec_edgar,https://www.sec.gov/files/company_tickers_exchange.json,SEC public data; automated access subject to SEC fair-access policy,formula-specific quarterly lookback; see pinned OpenAP source,True,True,2332,2026-07-31T00:00:00+00:00,2026-08-04T00:00:00+00:00,0.9974337040205303,reconstructed,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,current_signal_computed,strict_validation_and_fidelity_gates_pending;quarantined_contract_rows=5:available_at_precedes_effective_period,False
OPLeverage,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OPLeverage.py,683200c6f2b3f48fe3da68baa1f871634b825a38a04a0058d1efc033a05089c7,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
OScore,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OScore.py,ab970ee501bd7ab86a0a0d10b44f20c126195cf3201a1e2ed023ef90accd59d1,ohlson_inputs|gnp_deflator|industry_filter,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:fred_public_csv|sec_edgar,False
OperProf,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OperProf.py,68bef53d98e13fea98dc282bdd2a97d0bb49beaf5b59ff123a83dd03dc0bf658,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
OperProfRD,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OperProfRD.py,b68d80ea3cc45b2fa4ce6b842f4a9c4fcbe7a1e9393a4cab456629222cdf4e72,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
OrderBacklog,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OrderBacklog.py,a075ad1af49c8979d14037d0cd8a80adc91ebf92810010d57658fe8795c08954,order_backlog,,,,formula-specific annual lookback; see pinned OpenAP source,True,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_coverage,missing_point_in_time_sec_inputs,False
OrderBacklogChg,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/OrderBacklogChg.py,2e87eb4c390a81b382e2948c17c3b48b74c8628e68dcfaa120ba54d5d52251c7,order_backlog_history,,,,formula-specific annual lookback; see pinned OpenAP source,True,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_coverage,missing_point_in_time_sec_inputs,False
OrgCap,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_OrgCap_OrgCapNoAdj.py,b6bbeafe9296818b4d9e4e79d0a630b48f20c6283d9127615636e31d4343ecb1,sga_history|recursive_organization_capital,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:fred_public_csv|sec_edgar,False
PS,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/PS.py,2c47a2cefe19e28b8cae289b2f57fa14dd3baf9cd960ba74f75321b99d30ac56,piotroski_nine_inputs|high_bm_filter,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
PatentsRD,Other,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/PatentsRD.py,3f352968a0fe03dd6892065bfbda89023ebb12e32e195d10f34acb7a86828d72,patent_counts|rd_expense|gvkey_permno_identity,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
PayoutYield,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/PayoutYield.py,d9cd4c9f27364929ac0889ed48149f6d7b509c9a6f1d0dc1cde272f2bd8229db,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
PctTotAcc,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/PctTotAcc.py,938a1d8e183c328ab9162b1412ebd1be99a90673656884f46ca3cc9a56e5ae03,operating_financing_investing_cashflows,,,,formula-specific annual lookback; see pinned OpenAP source,True,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_coverage,missing_point_in_time_sec_inputs,False
PriceDelayRsq,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ2_PriceDelaySlope_PriceDelayRsq_PriceDelayTstat.py,a003da84b08f46f78598f076c50959128016cb402a9235b4dabeb0341ac08fef,daily_stock_returns|lagged_market_returns,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:kenneth_french|yahoo_public,False
PriceDelaySlope,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ2_PriceDelaySlope_PriceDelayRsq_PriceDelayTstat.py,a003da84b08f46f78598f076c50959128016cb402a9235b4dabeb0341ac08fef,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
PriceDelayTstat,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ2_PriceDelaySlope_PriceDelayRsq_PriceDelayTstat.py,a003da84b08f46f78598f076c50959128016cb402a9235b4dabeb0341ac08fef,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RD,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RD.py,c9b58cea6980a3570096ab08c9e1cd224bb89e5dc0cfbadc80777bbbb263edf3,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RDAbility,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RDAbility.py,8a8e2dd8afafde672021f22774d11dd84b4951a89510dbb5759c76ea3839cea6,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RDIPO,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RDIPO.py,a6aa23c8388f49a16f710a70835b07be21a043193169704d6ce2b37ba4d3a568,rd_expense|ipo_dates,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:sec_edgar|yahoo_public,False
RDS,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RDS.py,4c8265ad883a3a3ff294c8017e856d4979be3943b3aa3ce5f29d5aa208c437fb,dirty_surplus_components,,,,formula-specific annual lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RDcap,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RDcap.py,718758b8999aa0a4623df0d8ea5a7d16fdc5c7c85255cf5526c923167a2a4789,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RIO_MB,13F,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_RIO_MB_RIO_Disp_RIO_Turnover_RIO_Volatility.py,34a01df935551f7c8f19f5521084a658f5bc401d65c54c3fcabb7746438a6afa,institutional_holdings_history|cusip_ticker_mapping|book_to_market,,,,formula-specific quarterly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:openfigi_public|sec_13f|sec_edgar|yahoo_public,False
RIO_Turnover,13F,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_RIO_MB_RIO_Disp_RIO_Turnover_RIO_Volatility.py,34a01df935551f7c8f19f5521084a658f5bc401d65c54c3fcabb7746438a6afa,institutional_holdings_history|cusip_ticker_mapping|turnover,,,,formula-specific quarterly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:openfigi_public|sec_13f|sec_edgar|yahoo_public,False
RIO_Volatility,13F,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_RIO_MB_RIO_Disp_RIO_Turnover_RIO_Volatility.py,34a01df935551f7c8f19f5521084a658f5bc401d65c54c3fcabb7746438a6afa,institutional_holdings_history|cusip_ticker_mapping|volatility,,,,formula-specific quarterly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:openfigi_public|sec_13f|sec_edgar|yahoo_public,False
RealizedVol,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ0_RealizedVol_IdioVol3F_ReturnSkew3F.py,6705b51935883db5726d363ad8692067b3ee9c37637b3e0b54f4fcd7890e059c,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
ResidualMomentum,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ1_ResidualMomentum6m_ResidualMomentum.py,1f1c9a114c36ee325bc2f679933ad5b1760ccac0816ec437246eb986c31f3143,monthly_stock_returns|fama_french_factors,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_fidelity,unapproved_current_source:kenneth_french|yahoo_public,False
ReturnSkew3F,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ZZ0_RealizedVol_IdioVol3F_ReturnSkew3F.py,6705b51935883db5726d363ad8692067b3ee9c37637b3e0b54f4fcd7890e059c,daily_stock_returns|daily_fama_french_factors,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
RevenueSurprise,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/RevenueSurprise.py,00b8b548e0e913bdb5d9ff9f41da8766d7494286f5de2dbacf3aaa4410dc0cbc,quarterly_revenue_per_share_history,,,,formula-specific quarterly lookback; see pinned OpenAP source,True,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_coverage,insufficient_quarterly_history,False
SP,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/SP.py,4645a61c5b36a42900442c05cf287b44cbe8434f7b4447945ee54c0dc1501e1b,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
ShareIss1Y,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ShareIss1Y.py,adc05d494eb6df3cfd54652d25de00346f396d09b4d5cbb78896b18d6aae5457,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
ShareIss5Y,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ShareIss5Y.py,6d45e71a7756058a4b8ffcbbedcbfe79ff984bf5b01f497b5f770dca1d454d26,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
ShareRepurchase,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ShareRepurchase.py,305fdfbcab492ee39605da792a9dd234d565e09cc3816e889793559b8c1f8657,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
ShortInterest,Trading,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/ShortInterest.py,25baaf9fd432a4b4805e57cddfb7cb7882eddf8ea27d3cde5b502c304d932b94,settlement_date_short_interest|shares_outstanding,,,,formula-specific monthly lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
Size,Price,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Size.py,3741c5ca88b4869772195bb16b5094fd1fcd36bd48090c317b7fa5f1ed0be5be,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
Spinoff,Event,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/Spinoff.py,8ab61e7a77f8d93bf0d53647d17efa8d27f6072d3e113c5920810ce182d1ab7b,spinoff_events,,,,formula-specific event lookback; see pinned OpenAP source,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
SurpriseRD,Accounting,https://raw.githubusercontent.com/OpenSourceAP/CrossSection/8db892442c2c3a3779b0f1eac4370d3655be15a1/Signals/pyCode/Predictors/SurpriseRD.py,f31997d5cae25f1492e470bcd15a827be907ca803635ae6c615ddbf78b986886,,,,,not_yet_frozen,False,False,0,,,0.0,unavailable,tests/test_openap_149_acquisition.py,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/31333187227,https://github.com/trading-optimizer-lab-org/aurora/actions/runs/30995267332,openap-149-acquisition-extract-results,blocked_source_failure,implementation_pit_identity_coverage_and_fidelity_pending,False
