source_id,title,authors,publication_year,doi,direct_url,primary_source,verification_status,verification_method,verification_source_url,verified_on,metadata_correction_note,claim_extraction_status
SRC0130,What Explains the Stock Market's Reaction to Federal Reserve Policy?,Ben S. Bernanke; Kenneth N. Kuttner,2005,10.1111/j.1540-6261.2005.00760.x,https://doi.org/10.1111/j.1540-6261.2005.00760.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2005.00760.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0131,The Impact of Monetary Policy on Asset Prices,Roberto Rigobon; Brian Sack,2004,10.1016/j.jmoneco.2003.12.007,https://doi.org/10.1016/j.jmoneco.2003.12.007,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jmoneco.2003.12.007,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0132,"Business Conditions, Monetary Policy, and Expected Security Returns",Gerald R. Jensen; Jeffrey M. Mercer; Robert R. Johnson,1996,10.2307/2331395,https://doi.org/10.2307/2331395,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.2307/2331395,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0133,Illiquidity and Stock Returns: Cross-Section and Time-Series Effects,Yakov Amihud,2002,10.1016/S1386-4181(01)00024-6,https://doi.org/10.1016/S1386-4181(01)00024-6,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/S1386-4181(01)00024-6,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0134,Liquidity Risk and Expected Stock Returns,Lubos Pastor; Robert F. Stambaugh,2003,10.1086/374184,https://doi.org/10.1086/374184,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/374184,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0135,Asset Pricing with Liquidity Risk,Viral V. Acharya; Lasse Heje Pedersen,2005,10.1016/j.jfineco.2004.06.007,https://doi.org/10.1016/j.jfineco.2004.06.007,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2004.06.007,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0136,Market Liquidity and Funding Liquidity,Markus K. Brunnermeier; Lasse Heje Pedersen,2009,10.1093/rfs/hhn098,https://doi.org/10.1093/rfs/hhn098,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhn098,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0137,Financial Intermediaries and the Cross-Section of Asset Returns,Tobias Adrian; Erkko Etula; Tyler Muir,2014,10.1111/jofi.12189,https://doi.org/10.1111/jofi.12189,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/jofi.12189,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0138,"Risk, Uncertainty and Monetary Policy",Geert Bekaert; Marie Hoerova; Marco Lo Duca,2013,10.1016/j.jmoneco.2013.06.003,https://doi.org/10.1016/j.jmoneco.2013.06.003,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jmoneco.2013.06.003,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0139,Credit Spreads and Business Cycle Fluctuations,Simon Gilchrist; Egon Zakrajsek,2012,10.1257/aer.102.4.1692,https://doi.org/10.1257/aer.102.4.1692,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1257/aer.102.4.1692,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0140,Issuer Quality and Corporate Bond Returns,Robin Greenwood; Samuel G. Hanson,2013,10.1093/rfs/hht016,https://doi.org/10.1093/rfs/hht016,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hht016,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0141,Credit-Market Sentiment and the Business Cycle,David Lopez-Salido; Jeremy C. Stein; Egon Zakrajsek,2017,10.1093/qje/qjx014,https://doi.org/10.1093/qje/qjx014,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/qje/qjx014,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0142,How Credit Cycles across a Financial Crisis,Arvind Krishnamurthy; Tyler Muir,2017,10.3386/w23850,https://www.nber.org/papers/w23850,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://www.nber.org/papers/w23850,2026-08-03,direct_url: https://doi.org/10.3386/w23850 -> https://www.nber.org/papers/w23850 | source_type: journal_article -> NBER working paper | peer_reviewed: true -> false | The 2017 evidence-track record is the NBER working paper. The later journal publication is not backdated.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0143,Credit Expansion and Neglected Crash Risk,Matthew Baron; Wei Xiong,2017,10.1093/qje/qjx004,https://doi.org/10.1093/qje/qjx004,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/qje/qjx004,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0144,Credit Market Shocks and Economic Fluctuations: Evidence from Corporate Bond and Stock Markets,Simon Gilchrist; Vladimir Yankov; Egon Zakrajsek,2009,10.1016/j.jmoneco.2009.03.017,https://doi.org/10.1016/j.jmoneco.2009.03.017,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jmoneco.2009.03.017,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0145,Credit Spreads as Predictors of Real-Time Economic Activity: A Bayesian Model-Averaging Approach,Jon Faust; Simon Gilchrist; Jonathan H. Wright; Egon Zakrajsek,2013,10.1162/REST_a_00376,https://doi.org/10.1162/REST_a_00376,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1162/REST_a_00376,2026-08-03,doi: 10.1162/REST_a_00320 -> 10.1162/REST_a_00376 | direct_url: https://doi.org/10.1162/REST_a_00320 -> https://doi.org/10.1162/REST_a_00376 | Corrected the Review of Economics and Statistics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0146,Financial Crises and Risk Premia,Tyler Muir,2017,10.1093/qje/qjw045,https://doi.org/10.1093/qje/qjw045,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/qje/qjw045,2026-08-03,Corrected the Quarterly Journal of Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0147,Expected Returns and Dividend Growth Rates Implied by Derivative Markets,Benjamin Golez,2014,10.1093/rfs/hht131,https://doi.org/10.1093/rfs/hht131,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hht131,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0148,Predicting Global Stock Returns,Erik Hjalmarsson,2010,10.1017/S0022109009990469,https://doi.org/10.1017/S0022109009990469,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1017/S0022109009990469,2026-08-03,doi: 10.1017/S0022109010000489 -> 10.1017/S0022109009990469 | direct_url: https://doi.org/10.1017/S0022109010000489 -> https://doi.org/10.1017/S0022109009990469 | Corrected the JFQA DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0149,Bond Risk Premia,John H. Cochrane; Monika Piazzesi,2005,10.1257/0002828053828581,https://doi.org/10.1257/0002828053828581,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1257/0002828053828581,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0150,The Empirical Risk-Return Relation: A Factor Analysis Approach,Sydney C. Ludvigson; Serena Ng,2007,10.1016/j.jfineco.2005.12.002,https://doi.org/10.1016/j.jfineco.2005.12.002,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jfineco.2005.12.002,2026-08-03,doi: 10.1016/j.jfineco.2006.03.006 -> 10.1016/j.jfineco.2005.12.002 | direct_url: https://doi.org/10.1016/j.jfineco.2006.03.006 -> https://doi.org/10.1016/j.jfineco.2005.12.002 | Corrected the Journal of Financial Economics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0151,Macro Factors in Bond Risk Premia,Sydney C. Ludvigson; Serena Ng,2009,10.1093/rfs/hhp081,https://doi.org/10.1093/rfs/hhp081,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhp081,2026-08-03,doi: 10.1093/rfs/hhn035 -> 10.1093/rfs/hhp081 | direct_url: https://doi.org/10.1093/rfs/hhn035 -> https://doi.org/10.1093/rfs/hhp081 | Corrected the Review of Financial Studies DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0152,Instability of Return Prediction Models,Bradley S. Paye; Allan Timmermann,2006,10.1016/j.jempfin.2005.11.001,https://doi.org/10.1016/j.jempfin.2005.11.001,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jempfin.2005.11.001,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0153,A Real-Time Data Set for Macroeconomists,Dean Croushore; Tom Stark,2001,10.1016/S0304-4076(01)00072-0,https://doi.org/10.1016/S0304-4076(01)00072-0,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/S0304-4076(01)00072-0,2026-08-03,doi: 10.1016/S0304-4076(01)00072-3 -> 10.1016/S0304-4076(01)00072-0 | direct_url: https://doi.org/10.1016/S0304-4076(01)00072-3 -> https://doi.org/10.1016/S0304-4076(01)00072-0 | Corrected the Journal of Econometrics DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0154,Investor Sentiment and the Cross-Section of Stock Returns,Malcolm Baker; Jeffrey Wurgler,2006,10.1111/j.1540-6261.2006.00885.x,https://doi.org/10.1111/j.1540-6261.2006.00885.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2006.00885.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0155,Investor Sentiment and the Near-Term Stock Market,Gregory W. Brown; Michael T. Cliff,2004,10.1016/j.jempfin.2002.12.001,https://doi.org/10.1016/j.jempfin.2002.12.001,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1016/j.jempfin.2002.12.001,2026-08-03,Corrected the Journal of Empirical Finance DOI.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0156,Investor Sentiment and Asset Valuation,Gregory W. Brown; Michael T. Cliff,2005,10.1086/427633,https://doi.org/10.1086/427633,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1086/427633,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0157,Consumer Confidence and Asset Prices: Some Empirical Evidence,Michael Lemmon; Evgenia Portniaguina,2006,10.1093/rfs/hhj038,https://doi.org/10.1093/rfs/hhj038,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1093/rfs/hhj038,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0158,Giving Content to Investor Sentiment: The Role of Media in the Stock Market,Paul C. Tetlock,2007,10.1111/j.1540-6261.2007.01232.x,https://doi.org/10.1111/j.1540-6261.2007.01232.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2007.01232.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0159,In Search of Attention,Zhi Da; Joseph Engelberg; Pengjie Gao,2011,10.1111/j.1540-6261.2011.01679.x,https://doi.org/10.1111/j.1540-6261.2011.01679.x,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/j.1540-6261.2011.01679.x,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0160,Sentiment during Recessions,Diego Garcia,2013,10.1111/jofi.12027,https://doi.org/10.1111/jofi.12027,true,verified_bibliographic_identity_exact,publisher_or_primary_repository_metadata_crosscheck,https://doi.org/10.1111/jofi.12027,2026-08-03,No metadata correction required in the final audit.,bibliographic_identity_verified; quantitative results not independently replicated in this package
SRC0161,The Short of It: Investor Sentiment and Anomalies,Robert F. Stambaugh; Jianfeng Yu; Yu Yuan,2012,10.1016/j.jfineco.2011.12.001,https://doi.org/10.1016/j.jfineco.2011.12.001,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/j.jfineco.2011.12.001,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0162,Measuring Economic Policy Uncertainty,Scott R. Baker; Nicholas Bloom; Steven J. Davis,2016,10.1093/qje/qjw024,https://doi.org/10.1093/qje/qjw024,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/qje/qjw024,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0163,"Forecasting Crashes: Trading Volume, Past Returns, and Conditional Skewness in Stock Prices",Joseph Chen; Harrison Hong; Jeremy C. Stein,2001,10.1016/S0304-405X(01)00066-6,https://doi.org/10.1016/S0304-405X(01)00066-6,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/S0304-405X(01)00066-6,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0164,"Differences of Opinion, Short-Sales Constraints, and Market Crashes",Harrison Hong; Jeremy C. Stein,2003,10.1093/rfs/hhg006,https://doi.org/10.1093/rfs/hhg006,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/rfs/hhg006,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0165,Industry Information Diffusion and the Lead-Lag Effect in Stock Returns,Kewei Hou,2007,10.1093/rfs/hhl050,https://doi.org/10.1093/rfs/hhl050,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/rfs/hhl050,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0166,Do Industries Lead Stock Markets?,Harrison Hong; Walter Torous; Rossen Valkanov,2007,10.1016/j.jfineco.2005.09.010,https://doi.org/10.1016/j.jfineco.2005.09.010,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/j.jfineco.2005.09.010,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0167,Economic Links and Predictable Returns,Lauren Cohen; Andrea Frazzini,2008,10.1111/j.1540-6261.2008.01379.x,https://doi.org/10.1111/j.1540-6261.2008.01379.x,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/j.1540-6261.2008.01379.x,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0168,Market Segmentation and Cross-Predictability of Returns,Lior Menzly; Oguzhan Ozbas,2010,10.1111/j.1540-6261.2010.01578.x,https://doi.org/10.1111/j.1540-6261.2010.01578.x,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/j.1540-6261.2010.01578.x,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0169,International Stock Return Predictability: What Is the Role of the United States?,David E. Rapach; Jack K. Strauss; Guofu Zhou,2013,10.1111/jofi.12041,https://doi.org/10.1111/jofi.12041,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/jofi.12041,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0170,Striking Oil: Another Puzzle?,Gerben Driesprong; Ben Jacobsen; Benjamin Maat,2008,10.1016/j.jfineco.2007.07.008,https://doi.org/10.1016/j.jfineco.2007.07.008,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/j.jfineco.2007.07.008,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0171,Stock Market Uncertainty and the Stock-Bond Return Relation,Robert Connolly; Chris Stivers; Licheng Sun,2005,10.1016/j.jfineco.2004.08.005,https://doi.org/10.1016/j.jfineco.2004.08.005,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/j.jfineco.2004.08.005,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0172,The Determinants of Stock and Bond Return Comovements,Lieven Baele; Geert Bekaert; Koen Inghelbrecht,2010,10.1093/rfs/hhq014,https://doi.org/10.1093/rfs/hhq014,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/rfs/hhq014,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0173,What Moves the Stock and Bond Markets? A Variance Decomposition for Long-Term Asset Returns,John Y. Campbell; John Ammer,1993,10.1111/j.1540-6261.1993.tb04700.x,https://doi.org/10.1111/j.1540-6261.1993.tb04700.x,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/j.1540-6261.1993.tb04700.x,,doi: 10.1111/j.1540-6261.1993.tb04718.x -> 10.1111/j.1540-6261.1993.tb04700.x | direct_url: https://doi.org/10.1111/j.1540-6261.1993.tb04718.x -> https://doi.org/10.1111/j.1540-6261.1993.tb04700.x | Corrected the Journal of Finance DOI; this record is not included in the conservative 160 verified-primary count.,requires exact primary-text recheck before quoting numerical results
SRC0174,"Is Gold a Hedge or a Safe Haven? An Analysis of Stocks, Bonds and Gold",Dirk G. Baur; Brian M. Lucey,2010,10.1111/j.1540-6288.2010.00244.x,https://doi.org/10.1111/j.1540-6288.2010.00244.x,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/j.1540-6288.2010.00244.x,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0175,"The Halloween Indicator, Sell in May and Go Away: Another Puzzle",Sven Bouman; Ben Jacobsen,2002,10.1257/000282802762024683,https://doi.org/10.1257/000282802762024683,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1257/000282802762024683,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0176,Equity Returns at the Turn of the Month,John J. McConnell; Wei Xu,2008,10.2469/faj.v64.n2.11,https://doi.org/10.2469/faj.v64.n2.11,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.2469/faj.v64.n2.11,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0177,Stock Returns and the Weekend Effect,Kenneth R. French,1980,10.1016/0304-405X(80)90021-5,https://doi.org/10.1016/0304-405X(80)90021-5,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1016/0304-405X(80)90021-5,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0178,Are Seasonal Anomalies Real? A Ninety-Year Perspective,Josef Lakonishok; Seymour Smidt,1988,10.1093/rfs/1.4.403,https://doi.org/10.1093/rfs/1.4.403,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/rfs/1.4.403,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0179,A New Approach to the Economic Analysis of Nonstationary Time Series and the Business Cycle,James D. Hamilton,1989,10.2307/1912559,https://doi.org/10.2307/1912559,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.2307/1912559,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0180,Identifying Bull and Bear Markets in Stock Returns,John M. Maheu; Thomas H. McCurdy,2000,10.1080/07350015.2000.10524851,https://doi.org/10.1080/07350015.2000.10524851,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1080/07350015.2000.10524851,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0181,A Simple Framework for Analysing Bull and Bear Markets,Adrian Pagan; Kirill A. Sossounov,2003,10.1002/jae.664,https://doi.org/10.1002/jae.664,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1002/jae.664,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0182,Duration Dependence in Stock Prices: An Analysis of Bull and Bear Markets,Asger Lunde; Allan Timmermann,2004,10.1198/073500104000000136,https://doi.org/10.1198/073500104000000136,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1198/073500104000000136,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0183,A Reality Check for Data Snooping,Halbert White,2000,10.1111/1468-0262.00152,https://doi.org/10.1111/1468-0262.00152,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/1468-0262.00152,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0184,A Test for Superior Predictive Ability,Peter Reinhard Hansen,2005,10.1198/073500105000000063,https://doi.org/10.1198/073500105000000063,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1198/073500105000000063,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0185,The Probability of Backtest Overfitting,David H. Bailey; Jonathan M. Borwein; Marcos Lopez de Prado; Qiji Jim Zhu,2017,10.21314/JCF.2016.322,https://doi.org/10.21314/JCF.2016.322,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.21314/JCF.2016.322,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0186,"The Deflated Sharpe Ratio: Correcting for Selection Bias, Backtest Overfitting, and Non-Normality",David H. Bailey; Marcos Lopez de Prado,2014,10.3905/jpm.2014.40.5.094,https://doi.org/10.3905/jpm.2014.40.5.094,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.3905/jpm.2014.40.5.094,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0187,... and the Cross-Section of Expected Returns,Campbell R. Harvey; Yan Liu; Heqing Zhu,2016,10.1093/rfs/hhv059,https://doi.org/10.1093/rfs/hhv059,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1093/rfs/hhv059,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0188,Does Academic Research Destroy Stock Return Predictability?,R. David McLean; Jeffrey Pontiff,2016,10.1111/jofi.12365,https://doi.org/10.1111/jofi.12365,true,contextual_primary_record_not_counted_as_verified,catalogued; exact metadata not included in conservative verified-primary total,https://doi.org/10.1111/jofi.12365,,No metadata correction required in the final audit.,requires exact primary-text recheck before quoting numerical results
SRC0189,What Do We Know about the Profitability of Technical Analysis?,Cheol-Ho Park; Scott H. Irwin,2007,10.1111/j.1467-6419.2007.00519.x,https://doi.org/10.1111/j.1467-6419.2007.00519.x,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1111/j.1467-6419.2007.00519.x,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0190,Investor Sentiment in the Stock Market,Malcolm Baker; Jeffrey Wurgler,2007,10.1257/jep.21.2.129,https://doi.org/10.1257/jep.21.2.129,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1257/jep.21.2.129,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0191,All the News That's Fit to Reprint: Do Investors React to Stale Information?,Paul C. Tetlock,2011,10.1093/rfs/hhq141,https://doi.org/10.1093/rfs/hhq141,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/hhq141,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0192,Stock Return Predictability and the Adaptive Markets Hypothesis: Evidence from Century-Long U.S. Data,Jae H. Kim; Abul F. M. Shamsuddin; Kian-Ping Lim,2011,10.1016/j.jempfin.2011.08.002,https://doi.org/10.1016/j.jempfin.2011.08.002,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jempfin.2011.08.002,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0193,International Asset Allocation with Regime Shifts,Andrew Ang; Geert Bekaert,2002,10.1093/rfs/15.4.1137,https://doi.org/10.1093/rfs/15.4.1137,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1093/rfs/15.4.1137,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0194,Asset Allocation under Multivariate Regime Switching,Massimo Guidolin; Allan Timmermann,2007,10.1016/j.jedc.2005.12.004,https://doi.org/10.1016/j.jedc.2005.12.004,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jedc.2005.12.004,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0195,Predicting Bear and Bull Stock Markets with Dynamic Binary Time Series Models,Henri Nyberg,2013,10.1016/j.jbankfin.2012.11.008,https://doi.org/10.1016/j.jbankfin.2012.11.008,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1016/j.jbankfin.2012.11.008,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0196,Principal Components as a Measure of Systemic Risk,Mark Kritzman; Yuanzhen Li; Sebastien Page; Roberto Rigobon,2011,10.3905/jpm.2011.37.4.112,https://doi.org/10.3905/jpm.2011.37.4.112,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.3905/jpm.2011.37.4.112,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
SRC0197,The Combination of Forecasts,John M. Bates; Clive W. J. Granger,1969,10.1057/jors.1969.103,https://doi.org/10.1057/jors.1969.103,false,contextual_record_not_counted_as_verified_primary,contextual catalogue record,https://doi.org/10.1057/jors.1969.103,,No metadata correction required in the final audit.,context only; not counted as a verified primary source
