dataset_id,provider,official_url,free,license_or_terms,coverage_start,coverage_end,native_frequency,publication_delay,revision_policy,historical_vintages_available,causal_available_at,schema,format,quality,gaps,survivorship_status,corporate_actions,timezone,calendar,download_method,reproducibility,free_fallback,classification,rejection_reason
DS061,OptionMetrics IvyDB US,https://optionmetrics.com/data-products/ivydb-us/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",1996-01-01,current_or_provider_archive,daily,vendor,vendor corrections,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Exact options surfaces/volume are paid.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Exact options surfaces/volume are paid.
DS062,S&P Dow Jones Indices — historical index constituents,https://www.spglobal.com/spdji/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,event/daily,vendor,official maintenance,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Official history normally licensed; unavailable at zero incremental cost.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Official history normally licensed; unavailable at zero incremental cost.
DS063,Norgate Data survivorship-bias-free U.S. equities,https://norgatedata.com/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,daily,vendor,vendor corrections,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Paid point-in-time membership/price data.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Paid point-in-time membership/price data.
DS064,Bloomberg Terminal/Data License,https://www.bloomberg.com/professional/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,multi-frequency,vendor,vendor,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Paid.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Paid.
DS065,LSEG/Refinitiv Workspace,https://www.lseg.com/en/data-analytics,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,multi-frequency,vendor,vendor,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Paid.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Paid.
DS066,FactSet,https://www.factset.com/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,multi-frequency,vendor,vendor,vendor,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Paid.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Paid.
DS067,Wikipedia — current S&P 500 constituent list,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,true,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",current,current_or_provider_archive,current snapshot,immediate,community-edited,partial changes table,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Current list cannot be backfilled as historical membership.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,rejected_bias,Current list cannot be backfilled as historical membership.
DS068,Google Trends,https://trends.google.com/trends/,true,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",2004-01-01,current_or_provider_archive,sampled daily/weekly,query-time,sampling/rescaling revisions,no stable vintages,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Historical queries are sampled/rescaled and not fully reproducible without archived pulls.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,rejected_unverifiable,Historical queries are sampled/rescaled and not fully reproducible without archived pulls.
DS069,StockCharts market breadth symbols/history,https://stockcharts.com/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,daily,vendor,vendor,no,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Bulk history/redistribution requires subscription or is not reproducibly free.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Bulk history/redistribution requires subscription or is not reproducibly free.
DS070,Nasdaq current market activity/advancers-decliners,https://www.nasdaq.com/market-activity/stocks/screener,true,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",current,current_or_provider_archive,intraday/daily,current,no stable full archive,no,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Current breadth display does not provide a verified continuous historical archive.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,proxy_only,Current breadth display does not provide a verified continuous historical archive.
DS071,Unicorn Data Services breadth archive through 2020,https://unicorn.us.com/advdec/,true,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",1965-01-01,current_or_provider_archive,daily,archive,definition/vendor caveats,no,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Third-party exchange breadth proxy; history ends around 2020 and definitions require audit.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,proxy_only,Third-party exchange breadth proxy; history ends around 2020 and definitions require audit.
DS072,FRED — S&P 500 price index,https://fred.stlouisfed.org/series/SP500,true,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",2015-01-02,current_or_provider_archive,daily,after close,provider corrections,limited,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,"Official FRED series is too short for train and is price-only, not SPY total return.",not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,proxy_only,"Official FRED series is too short for train and is price-only, not SPY total return."
DS073,Alpha Vantage TIME_SERIES_DAILY_ADJUSTED,https://www.alphavantage.co/documentation/,false,"Review provider terms before automated download; store retrieval code, URLs and hashes, not restricted raw redistribution.",varies,current_or_provider_archive,daily,end of day,vendor corrections,no,"Use the actual provider release/publication timestamp; if unavailable, lag conservatively to the next SPY session.","Provider-specific; normalize to observation_time, release_time, value, vintage, source_version.",CSV/XLSX/JSON/HTML/provider file as documented,not_runnable,Full adjusted daily endpoint is premium under current documentation.,not_applicable_or_documented; point-in-time membership required for any cross-section.,SPY price sources must expose or permit reconstruction of distributions/splits; otherwise not execution-grade.,Provider timezone; normalize release timestamps to America/New_York without changing historical DST.,Map observations to NYSE/SPY sessions with explicit holiday and non-session rules.,"Versioned adapter with raw-byte SHA-256, HTTP metadata and retrieval timestamp.",not_execution_grade,See data_acquisition_plan.md; never substitute silently.,not_free,Full adjusted daily endpoint is premium under current documentation.
