signature_hash,distinct_strategy_signature,rows,exact_rows,template_rows,primary_family,asset_bucket,signal_bucket,action_bucket,frequency_bucket,parameter_bucket,example_study_id,example_idea_id,example_title
0766fb7353325b14,market_timing|bonds_rates|liquidity|rotation_allocation|daily|no_explicit_lookback,1,1,0,market_timing,bonds_rates,liquidity,rotation_allocation,daily,no_explicit_lookback,W7161553626,lit_w7161553626_market_timing,Analysis of the Impact Path of Digital Inclusive Finance on the Diversification of Residents' Asset Allocation
c1eda4d3eb286f80,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|annual|4y|4y,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,annual,4y|4y,W7154706422,lit_w7154706422_market_timing,A comparative study of industrial and open-source SCADAs to optimize the design of control systems for the IFMIF-DONES plant
f27f552715e55d8d,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|annual|50y|50y,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,annual,50y|50y,W3207325161,lit_w3207325161_market_timing,Climate mitigation forestry—temporal trade-offs
db17514147c71f1e,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|daily|18y|20y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,daily,18y|20y,W7143421164,lit_w7143421164_market_timing,Singlehood as a Lifestyle Choice in Youth: A Sociological Analysis
34f566ea79355577,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|daily|50y|50y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,daily,50y|50y,W70744783,lit_w70744783_market_timing,An analysis of climate change impact and adaptation for South East Asia
651ee7503f89fc7e,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|daily|5d|5d,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,daily,5d|5d,W4311599515,lit_w4311599515_market_timing,Recent progress in DNA methyltransferase inhibitors as anticancer agents
483f3ae2ac84bac3,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|daily|6m|6m,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,daily,6m|6m,W4306292827,lit_w4306292827_market_timing,"COVID-19 vaccine update: vaccine effectiveness, SARS-CoV-2 variants, boosters, adverse effects, and immune correlates of protection"
b6fa44d2030bdeec,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|intraday|21y|21y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,intraday,21y|21y,W7139992413,lit_w7139992413_market_timing,"Diminishing anti-migrant sentiment in China: migrant inflow, local wealth, and discrimination"
dfe321806403e206,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|intraday|22y|22y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,intraday,22y|22y,W7117658167,lit_w7117658167_market_timing,Perceptions of Marriage and Future Marital Intentions among Filipino Senior University Students
a4ea8130884378ad,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|monthly|240y|240y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,monthly,240y|240y,W7130898469,lit_w7130898469_market_timing,Biyoçar mühendisliği ve karbon dioksit giderimi için biyoçar–BECCS sistemlerinin yaşam döngüsü performansı
2004150d4a42e282,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|monthly|6m|6m,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,monthly,6m|6m,W2890030241,lit_w2890030241_market_timing,"Economic Development, Flow of Funds and the Equilibrium Interaction of Financial Frictions"
75fcdab9e39d1bbe,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|quarterly|10y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,quarterly,10y,W7132376671,lit_w7132376671_market_timing,FROM ECONOMIC GROWTH TO SUSTAINABLE WELLBEING
395e596ab3e61a47,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|quarterly|10y|10y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,quarterly,10y|10y,W2240876560,lit_w2240876560_market_timing,Capital Flows to Developing Countries: The Allocation Puzzle
3bb1ff4cbdf9bd8d,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|quarterly|8y|6y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,quarterly,8y|6y,W4288704554,lit_w4288704554_market_timing,Research on coupling coordination and influencing factors between Urban low-carbon economy efficiency and digital finance—Evidence from 100 cities in China’s Yangtze River economic belt
6b1d426dcba2cf5c,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|quarterly|no_explicit_lookback,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,quarterly,no_explicit_lookback,W7162521005,lit_w7162521005_market_timing,Vertical and Horizontal Flight (In)Efficiency and Optimisation of Flight Trajectories – A Literature Review
d13a6f7b5d9fa773,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|14d|14d,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,14d|14d,W2744042034,lit_w2744042034_market_timing,Adult cardiac stem cells are multipotent and robustly myogenic: c-kit expression is necessary but not sufficient for their identification
f338eeb7f6e2f711,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|18y|18y,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,18y|18y,W7162078311,lit_w7162078311_market_timing,Physiological and Anatomical Alterations in Children with Liver Cirrhosis
a3725fa064849d64,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|20y,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,20y,W7160490337,lit_w7160490337_market_timing,Review on the impact of processing routes and external factors on phase formation and tribological properties of CoCrFeMnNi HEAs
f1dd70d612b7bbc9,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|30y|30y,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,30y|30y,W7153297018,lit_w7153297018_market_timing,A cultural theory of support for populism: fatalism and polyrational governance
e0b077e97814ed62,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|4d|4d,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,4d|4d,W3126743042,lit_w3126743042_market_timing,3D bioprinting of high cell-density heterogeneous tissue models through spheroid fusion within self-healing hydrogels
2172203a8a7eda24,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|unspecified|6m|6m,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,unspecified,6m|6m,W7162562098,lit_w7162562098_market_timing,One-dimensional inorganic ionic polymerization for elastic minerals
8928448fa5d64fb4,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|weekly|76m|76m,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,weekly,76m|76m,W7161025591,lit_w7161025591_market_timing,Uncertainty as a Psychological Cost: Mothers’ Perceptions of Financial Resources During the COVID-19 Pandemic
b37eae217fe81b21,market_timing|bonds_rates|macro_growth_unemployment|forecast_rank_template|weekly|no_explicit_lookback,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,forecast_rank_template,weekly,no_explicit_lookback,W2152787792,lit_w2152787792_market_timing,A Unified Framework for Monetary Theory And Policy Analysis
ca1685b689af536b,market_timing|bonds_rates|macro_growth_unemployment|rotation_allocation|daily|15y|15y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,rotation_allocation,daily,15y|15y,W627967476,lit_w627967476_market_timing,The management of de-cumulation risks in a defined contribution environment
9d3093b7a44c55ab,market_timing|bonds_rates|macro_growth_unemployment|rotation_allocation|daily|5y|5y,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,rotation_allocation,daily,5y|5y,W2154031058,lit_w2154031058_market_timing,"Olive (Olea europaea L.) Leaf Polyphenols Improve Insulin Sensitivity in Middle-Aged Overweight Men: A Randomized, Placebo-Controlled, Crossover Trial"
945f1ce377dfa83b,market_timing|bonds_rates|macro_growth_unemployment|template_relationship|daily|template_params_unspecified,1,1,0,market_timing,bonds_rates,macro_growth_unemployment,template_relationship,daily,template_params_unspecified,W2255041136,lit_w2255041136_market_timing,"Indigeneity, Capitalism, and the Management of Dispossession"
88f704b2cc26abe0,market_timing|bonds_rates|macro_growth_unemployment|template_relationship|unspecified|template_params_unspecified,1,0,1,market_timing,bonds_rates,macro_growth_unemployment,template_relationship,unspecified,template_params_unspecified,W7154450357,lit_w7154450357_market_timing,Feasibility of a 28th Tax Regime and Its Potential to Support EU Competitiveness
c26365993745e34e,market_timing|bonds_rates|macro_inflation|forecast_rank_template|annual|5w,1,0,1,market_timing,bonds_rates,macro_inflation,forecast_rank_template,annual,5w,W7153671079,lit_w7153671079_market_timing,Criteria for the economic viability of fusion power plants
40e434f343e75239,market_timing|bonds_rates|macro_inflation|forecast_rank_template|daily|6y|6y,1,1,0,market_timing,bonds_rates,macro_inflation,forecast_rank_template,daily,6y|6y,W7162040808,lit_w7162040808_market_timing,Contemporary management has altered the fire regime of a large protected area: evaluating management outcomes and future directions
74086cde63d9dea0,market_timing|bonds_rates|macro_inflation|forecast_rank_template|monthly|35y|35y,1,1,0,market_timing,bonds_rates,macro_inflation,forecast_rank_template,monthly,35y|35y,W1488310847,lit_w1488310847_market_timing,Redistribution in the Current U.S. Social Security System
abe28e4341607742,market_timing|bonds_rates|macro_inflation|long_short_cross_section|annual|55y|55y,1,0,1,market_timing,bonds_rates,macro_inflation,long_short_cross_section,annual,55y|55y,W2044022270,lit_w2044022270_market_timing,A NEW LOOK AT THE WEALTH ADEQUACY OF OLDER U.S. HOUSEHOLDS
a17de67ca1e51ec3,market_timing|bonds_rates|ml_forecast|forecast_rank_template|unspecified|no_explicit_lookback,1,0,1,market_timing,bonds_rates,ml_forecast,forecast_rank_template,unspecified,no_explicit_lookback,W7162022416,lit_w7162022416_market_timing,Ductile Mg-Te-Pb thermoelectric materials with ultralow lattice thermal conductivity predicted by a deep learning potential model
aac13b8ac6f7bb53,market_timing|bonds_rates|momentum_trend|forecast_rank_template|annual|103y|103y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,annual,103y|103y,W2971982243,lit_w2971982243_market_timing,The future of Blue Carbon science
5843b29faf7014d0,market_timing|bonds_rates|momentum_trend|forecast_rank_template|annual|10y|10y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,annual,10y|10y,W2130679125,lit_w2130679125_market_timing,Assessing global exposure and vulnerability towards natural hazards: the Disaster Risk Index
73e3807522615a40,market_timing|bonds_rates|momentum_trend|forecast_rank_template|annual|20y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,annual,20y,W7160872054,lit_w7160872054_market_timing,Global assessment of financial mechanisms supporting blue livelihoods and sustainable development in coastal and marine fishing communities
e4ca9f0efb734cd5,market_timing|bonds_rates|momentum_trend|forecast_rank_template|annual|25y|30y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,annual,25y|30y,W7143386737,lit_w7143386737_market_timing,The Role of Influencing Factors on Brand Marketing Performance: A Case Study of Le Labo
555d20edf0c15f06,market_timing|bonds_rates|momentum_trend|forecast_rank_template|annual|5y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,annual,5y,W4409167438,lit_w4409167438_market_timing,"Polymeric membranes in carbon capture, utilization, and storage: current trends and future directions in decarbonization of industrial flue gas and climate change mitigation"
2de75e08868390ab,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|10d|10d,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,10d|10d,W3124607975,lit_w3124607975_market_timing,Estimating worldwide effects of non-pharmaceutical interventions on COVID-19 incidence and population mobility patterns using a multiple-event study
500f17ea98232ffc,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|15y|10y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,15y|10y,W2896177100,lit_w2896177100_market_timing,A retrospective qualitative evaluation of barriers and facilitators to the implementation of a school-based running programme
cbf410fb2c179b3d,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|18m|18m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,18m|18m,W2730020458,lit_w2730020458_market_timing,"Fisher communities in transition: understanding change from a livelihood perspective in Chilika Lagoon, India"
65f3186e9c405e43,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|1m|1m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,1m|1m,W2776705704,lit_w2776705704_market_timing,The Role of Customer Investor Involvement in Crowdfunding Success
7528c0354f08f8ba,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|22y|18y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,22y|18y,W2937638138,lit_w2937638138_market_timing,Pension indexation for retirees revisited – Normative patterns and legal standards
227c0c7dc86a95f9,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|24m|24m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,24m|24m,W2151705707,lit_w2151705707_market_timing,"Changes in physical activity during the retirement transition: a theory-based, qualitative interview study"
fb674b2127568e36,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|2d|2d,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,2d|2d,W7162044812,lit_w7162044812_market_timing,How long can you trust a Starlink TLE? An empirical comparison of SGP4 and high-fidelity propagation against operator-updated truth across a megaconstellation
56d0140a15feb08c,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|35y|35y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,35y|35y,W4414861426,lit_w4414861426_market_timing,Equity Crowdfunding. Literature Review and Future Research Directions
7d4780c73af1b8a4,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|60y|60y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,60y|60y,W7117121256,lit_w7117121256_market_timing,A Systematic Review of the Biomechanical Impact of Load Carriage on Gait in Older Adults
b88c2416c362737c,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|6m|6m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,6m|6m,W7159734446,lit_w7159734446_market_timing,Multiscale Decomposition Reveals Predictable Interannual Variability and Climate Trends in Antarctic Sea Ice Loss
590b4895ab24d3fe,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|730d|2y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,730d|2y,W2978033587,lit_w2978033587_market_timing,Meta-analysis of randomised controlled trials testing behavioural interventions to promote household action on climate change
9bd5cc4f0160371c,market_timing|bonds_rates|momentum_trend|forecast_rank_template|daily|7d|7d,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,daily,7d|7d,W3104731702,lit_w3104731702_market_timing,Possibilities for IPM Strategies in European Laying Hen Farms for Improved Control of the Poultry Red Mite (Dermanyssus gallinae): Details and State of Affairs
d90f329a03aa9655,market_timing|bonds_rates|momentum_trend|forecast_rank_template|intraday|15y|15y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,intraday,15y|15y,W2888226582,lit_w2888226582_market_timing,Anthropometric and Physiological Characteristics of Elite Male Rugby Athletes
a3f0e8ba8dd1b2c7,market_timing|bonds_rates|momentum_trend|forecast_rank_template|intraday|18y|18y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,intraday,18y|18y,W7160272681,lit_w7160272681_market_timing,Psychomotor measurement of anger expression and control in eating disorders: the Method of Stamp Strike Shout
2d0acb622bb0e7e5,market_timing|bonds_rates|momentum_trend|forecast_rank_template|intraday|2y|2y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,intraday,2y|2y,W7117326919,lit_w7117326919_market_timing,Examining Structural Shifts in China's Fitness Industry: The Decline of Traditional Gyms and the Rise of Digital Fitness
3c23498adc531ae0,market_timing|bonds_rates|momentum_trend|forecast_rank_template|intraday|38d|38d,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,intraday,38d|38d,W7128732801,lit_w7128732801_market_timing,Multi-objective optimization model for dynamic airspace allocation of urban drones in medical emergency delivery
b4c86d01000fb2d2,market_timing|bonds_rates|momentum_trend|forecast_rank_template|intraday|70y|70y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,intraday,70y|70y,W2489857483,lit_w2489857483_market_timing,StreamFlow 1.0: an extension to the spatially distributed snow model Alpine3D for hydrological modelling and deterministic stream temperature prediction
8d9bc50ff7cf3fb9,market_timing|bonds_rates|momentum_trend|forecast_rank_template|monthly|1y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,monthly,1y,W3170880803,lit_w3170880803_market_timing,A hitchhiker’s guide to empirical macro models
7f907c9b0569cf7e,market_timing|bonds_rates|momentum_trend|forecast_rank_template|monthly|1y|1y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,monthly,1y|1y,W3143200788,lit_w3143200788_market_timing,Matter-wave Atomic Gradiometer Interferometric Sensor (MAGIS-100)
2d5f190ccead0cf9,market_timing|bonds_rates|momentum_trend|forecast_rank_template|monthly|48m|48m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,monthly,48m|48m,W7127952983,lit_w7127952983_market_timing,Deliverable D3.1 Best practices for Detection Attribution Modelling
304eaddc129eacb2,market_timing|bonds_rates|momentum_trend|forecast_rank_template|monthly|5y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,monthly,5y,W2110456040,lit_w2110456040_market_timing,Stochastic Trends and Economic Fluctuations
0b4ad6f3b4a09072,market_timing|bonds_rates|momentum_trend|forecast_rank_template|monthly|no_explicit_lookback,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,monthly,no_explicit_lookback,W7143262701,lit_w7143262701_market_timing,Wat Werkt Waar:Plaatsgebonden paden voor burgerenergie in Nederland / What Works Where: Place-Based Pathways for Citizen Energy in the Netherlands
7710a5bfb4f33948,market_timing|bonds_rates|momentum_trend|forecast_rank_template|quarterly|25y|25y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,quarterly,25y|25y,W2078846369,lit_w2078846369_market_timing,Examining the bond premium puzzle with a DSGE model
456c7be49408aab8,market_timing|bonds_rates|momentum_trend|forecast_rank_template|quarterly|30y|30y,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,quarterly,30y|30y,W4388284616,lit_w4388284616_market_timing,Holding the economy by the tail: analysis of short- and long-run macroeconomic risks
7461dbc48c4cce89,market_timing|bonds_rates|momentum_trend|forecast_rank_template|quarterly|no_explicit_lookback,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,quarterly,no_explicit_lookback,W4409189763,lit_w4409189763_market_timing,Determinants of green energy investment—financial drivers and equitable transition
d9c9031c921aca26,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|10y|10y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,10y|10y,W2938614885,lit_w2938614885_market_timing,TRENDS IN THE DEVELOPMENT OF THE GLOBAL ENERGY MARKET
8c97420ba81e0908,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|15y|15y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,15y|15y,W4313448476,lit_w4313448476_market_timing,"Structural change, productive development, and capital flows: does financial “bonanza” cause premature deindustrialization?"
d55a8b40d5e1218b,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|1y|1y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,1y|1y,W3184105725,lit_w3184105725_market_timing,Interpersonal Synchrony in the Context of Caregiver-Child Interactions: A Document Co-citation Analysis
89923b744787ae63,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|25y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,25y,W7128547644,lit_w7128547644_market_timing,Standardized protocols and applications in mechanochemical synthesis for organic and inorganic materials
3d91739d1c3e25ac,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|2y|2y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,2y|2y,W3165517670,lit_w3165517670_market_timing,Effects of COVID-19 on the Sustainable Development Goals (SDGs)
6159fc6841c9d65f,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|4y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,4y,W7155972276,lit_w7155972276_market_timing,Techno-nationalism’s paradox in international standard setting
fc7aa643f9004bed,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|5y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,5y,W4414592303,lit_w4414592303_market_timing,Pathways to asbestos-free and sustainable cities using multi-level perspective approach
cde1a26a50e9df6d,market_timing|bonds_rates|momentum_trend|forecast_rank_template|unspecified|6y,1,0,1,market_timing,bonds_rates,momentum_trend,forecast_rank_template,unspecified,6y,W2313914042,lit_w2313914042_market_timing,Graphene for Electron Devices: The Panorama of a Decade
00ed593a2afc7ab8,market_timing|bonds_rates|momentum_trend|forecast_rank_template|weekly|12m|12m,1,1,0,market_timing,bonds_rates,momentum_trend,forecast_rank_template,weekly,12m|12m,W2053919732,lit_w2053919732_market_timing,The positive impact of a facilitated peer mentoring program on academic skills of women faculty
146e7c3d82543ac2,market_timing|bonds_rates|momentum_trend|hedge_safe_haven|daily|65y|65y,1,1,0,market_timing,bonds_rates,momentum_trend,hedge_safe_haven,daily,65y|65y,W2894510582,lit_w2894510582_market_timing,Robo Advisors: quantitative methods inside the robots
2fc699173b057459,market_timing|bonds_rates|momentum_trend|hedge_safe_haven|quarterly|no_explicit_lookback,1,1,0,market_timing,bonds_rates,momentum_trend,hedge_safe_haven,quarterly,no_explicit_lookback,W2140132166,lit_w2140132166_market_timing,"Within‐population variation in prevalence and lineage distribution of avian malaria in blue tits, <i>Cyanistes caeruleus</i>"
ffe68593b6441c40,market_timing|bonds_rates|momentum_trend|hedge_safe_haven|unspecified|5y|5y,1,0,1,market_timing,bonds_rates,momentum_trend,hedge_safe_haven,unspecified,5y|5y,W7160615052,lit_w7160615052_market_timing,Immovable Properties and Financial Performance of Pension Funds in Kenya
603598d428fe9ec9,market_timing|bonds_rates|momentum_trend|hedge_safe_haven|unspecified|no_explicit_lookback,1,0,1,market_timing,bonds_rates,momentum_trend,hedge_safe_haven,unspecified,no_explicit_lookback,W7158422836,lit_w7158422836_market_timing,Beyond De Prado and Cotton: Hierarchical and Iterative Methods for General Mean-Variance Portfolios
a3a32c0f87b0a6c3,market_timing|bonds_rates|momentum_trend|hedge_safe_haven|weekly|40w|20w,1,1,0,market_timing,bonds_rates,momentum_trend,hedge_safe_haven,weekly,40w|20w,W4409900059,lit_w4409900059_market_timing,Decision making under uncertainty in healthcare
dbadf6011350d746,market_timing|bonds_rates|momentum_trend|long_short_cross_section|annual|no_explicit_lookback,1,0,1,market_timing,bonds_rates,momentum_trend,long_short_cross_section,annual,no_explicit_lookback,W7113899220,lit_w7113899220_market_timing,AI/ML for Device Failure Prediction and Preventive Maintenance in Hospital Equipment
4e52751835f4dfa9,market_timing|bonds_rates|momentum_trend|long_short_cross_section|daily|35y|35y,1,1,0,market_timing,bonds_rates,momentum_trend,long_short_cross_section,daily,35y|35y,W7125120308,lit_w7125120308_market_timing,Time series perspectives on North Atlantic tropical cyclones: a study of fractional integration patterns
d7d6849491a22636,market_timing|bonds_rates|momentum_trend|long_short_cross_section|intraday|no_explicit_lookback,1,1,0,market_timing,bonds_rates,momentum_trend,long_short_cross_section,intraday,no_explicit_lookback,W7126087818,lit_w7126087818_market_timing,A Machine Learning–Based Long–Short Decision Framework for Hourly EUR/USD Forecasting under Strict Temporal Alignment
3b87ced10190b336,market_timing|bonds_rates|momentum_trend|long_short_cross_section|monthly|132m|132m,1,1,0,market_timing,bonds_rates,momentum_trend,long_short_cross_section,monthly,132m|132m,W7138979219,lit_w7138979219_market_timing,"Pandemic-associated disruption of seasonal mortality patterns in Lusaka, Zambia"
9ee8b2b1b81f8de6,market_timing|bonds_rates|momentum_trend|market_timing|daily|10y|10y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,daily,10y|10y,W4406706371,lit_w4406706371_market_timing,The Role of Fintech in Driving Financial Inclusion: A Review of Literature
93ef2cfd06c7d3ba,market_timing|bonds_rates|momentum_trend|market_timing|daily|20y|20y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,daily,20y|20y,W4388424868,lit_w4388424868_market_timing,"Environmental, Social, and Governance Considerations in Production Scheduling Optimisation for Sublevel Stoping Mining Operations: a Review of Relevant Works and Future Directions"
05b4af20e699d64f,market_timing|bonds_rates|momentum_trend|market_timing|daily|5y|5y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,daily,5y|5y,W7161915914,lit_w7161915914_market_timing,Geometric Observables for Financial Regime Detection
ae8086bd966c3d01,market_timing|bonds_rates|momentum_trend|market_timing|intraday|10y|10y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,intraday,10y|10y,W1984390491,lit_w1984390491_market_timing,Measuring Bilateral Spillover and Testing Contagion on Sovereign Bond Markets in Europe
2941c5872a7280fa,market_timing|bonds_rates|momentum_trend|market_timing|intraday|34y|34y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,intraday,34y|34y,W7128918564,lit_w7128918564_market_timing,Freemium Monetization and User Psychology in Short-Form Drama Mobile Applications: A Study of Payment Behavior and Satisfaction
e63d04212e8bcbdd,market_timing|bonds_rates|momentum_trend|market_timing|monthly|50d,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,monthly,50d,W3123816807,lit_w3123816807_market_timing,Tax Compliance and Enforcement
7c6651bd43001cf9,market_timing|bonds_rates|momentum_trend|market_timing|quarterly|4y|4y,1,1,0,market_timing,bonds_rates,momentum_trend,market_timing,quarterly,4y|4y,W7154681032,lit_w7154681032_market_timing,Short-termism and debt cost under bullish market sentiment
162abce7b000ed15,market_timing|bonds_rates|momentum_trend|rotation_allocation|daily|25y|25y,1,1,0,market_timing,bonds_rates,momentum_trend,rotation_allocation,daily,25y|25y,W7132875532,lit_w7132875532_market_timing,Teachers’ Perspectives on Nutrition and Physical Education Teaching Practices
291f5d4e8ca2f5e6,market_timing|bonds_rates|momentum_trend|rotation_allocation|daily|3d|12w,1,1,0,market_timing,bonds_rates,momentum_trend,rotation_allocation,daily,3d|12w,W7147654338,lit_w7147654338_market_timing,Redefining the role of the thiol-based agent <i>N</i> -acetylcysteine in human health and disease and elucidating potential advantages of its amide derivative
26b5b57b8fef590f,market_timing|bonds_rates|momentum_trend|rotation_allocation|daily|5y|6m,1,1,0,market_timing,bonds_rates,momentum_trend,rotation_allocation,daily,5y|6m,W3120024164,lit_w3120024164_market_timing,Process evaluations of early childhood obesity prevention interventions delivered via telephone or text messages: a systematic review
7cef335c4963955b,market_timing|bonds_rates|momentum_trend|rotation_allocation|intraday|4y|4y,1,1,0,market_timing,bonds_rates,momentum_trend,rotation_allocation,intraday,4y|4y,W4309944700,lit_w4309944700_market_timing,International market exposure to sovereign ESG
1916bfc90462191b,market_timing|bonds_rates|momentum_trend|rotation_allocation|monthly|10y|10y,1,1,0,market_timing,bonds_rates,momentum_trend,rotation_allocation,monthly,10y|10y,W4405030500,lit_w4405030500_market_timing,Leveraging Large Language Models for Institutional Portfolio Management: Persona-Based Ensembles
