asset_type,identity,owner,purpose,product,status,canonical_replacement,retention_class,last_verified_at,decision,sha_or_id
artifact_family,github-performance-event-study-optimized-contract-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-environment-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-pilot-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-plan-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-preflight-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-prepared-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-results,github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 4 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-smoke-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-timeline-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-optimized-wheelhouse-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-event-study-{n}-merge-l{n}-p{n}-g{n}-{hex},github-user:271768688,artifact naming family with 15 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-lock-{n},github-user:271768688,artifact naming family with 73 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-campaign-state-after-recovery-{n}-{n}-{n},github-user:271768688,artifact naming family with 44 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 22 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-campaign-state-merged-{n}-{n},github-user:271768688,artifact naming family with 17 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-campaign-state-verified-{n}-{n},github-user:271768688,artifact naming family with 17 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-contract-{n}-{n},github-user:271768688,artifact naming family with 24 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-contract-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-environment-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-pilot-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-plan-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-preflight-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-prepared-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 4 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-smoke-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-direct-wheelhouse-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-environment-{n}-{n},github-user:271768688,artifact naming family with 26 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-final-stage-{n}-{n},github-user:271768688,artifact naming family with 6 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-merge-only-evidence-{n}-{n},github-user:271768688,artifact naming family with 3 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-merge-only-results-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-merge-only-state-{n}-{n},github-user:271768688,artifact naming family with 4 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-partial-g{n},github-user:271768688,artifact naming family with 5 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-pilot-{n}-{n},github-user:271768688,artifact naming family with 24 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-plan-{n}-{n},github-user:271768688,artifact naming family with 24 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-preflight-{n}-{n},github-user:271768688,artifact naming family with 26 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-prepared-{n}-{n},github-user:271768688,artifact naming family with 26 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 42 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-recovery-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-results,github-user:271768688,artifact naming family with 19 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 13 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 143 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-smoke-{n}-{n},github-user:271768688,artifact naming family with 24 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-timeline-{n}-{n},github-user:271768688,artifact naming family with 21 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 13 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 19 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-wheelhouse-{n}-{n},github-user:271768688,artifact naming family with 25 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-reference-{n}-merge-l{n}-p{n}-g{n}-{hex},github-user:271768688,artifact naming family with 38 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-campaign-state-replanning-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-evidence-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-replan-evidence-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-replan-plan-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-replan-state-{n}-{n},github-user:271768688,artifact naming family with 2 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-replan-fixture-shard-s{n}-a-fixture-{n},github-user:271768688,artifact naming family with 4 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-campaign-state-after-recovery-{n}-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-campaign-state-merged-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-campaign-state-verified-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-contract-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-environment-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-pilot-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-plan-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-preflight-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-prepared-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-results,github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 4 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-smoke-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-timeline-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-optimized-wheelhouse-{n}-{n},github-user:271768688,artifact naming family with 1 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github-performance-robustness-{n}-merge-l{n}-p{n}-g{n}-{hex},github-user:271768688,artifact naming family with 28 records,AURORA_PERFORMANCE_FRAMEWORK,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github{n}-annual-dominance-final,github-user:271768688,artifact naming family with 1 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,github{n}-worker-{n}-{n},github-user:271768688,artifact naming family with 360 records,AURORA_RESEARCH,inventoried,none,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-external-pack-{n}-results,github-user:271768688,artifact naming family with 5449 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-final-recheck-parallel-results,github-user:271768688,artifact naming family with 10 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-final-recheck-results,github-user:271768688,artifact naming family with 1 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-long-hold-fast-strict-v{n}-results,github-user:271768688,artifact naming family with 1 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-merged-candidates,github-user:271768688,artifact naming family with 10 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-pack-group-{n},github-user:271768688,artifact naming family with 450 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-recheck-batch-{n},github-user:271768688,artifact naming family with 11 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-recheck-candidate-{n},github-user:271768688,artifact naming family with 408 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-seed-rules,github-user:271768688,artifact naming family with 5 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-stage-{n},github-user:271768688,artifact naming family with 4970 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,global-technical-buy-indicator-{n}jobs-results,github-user:271768688,artifact naming family with 14 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-clean-portfolio-v{n}-results,github-user:271768688,artifact naming family with 3 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-block-{n},github-user:271768688,artifact naming family with 151527 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-block-{n}-results,github-user:271768688,artifact naming family with 18 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-data,github-user:271768688,artifact naming family with 5537 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-job-{n},github-user:271768688,artifact naming family with 10075 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-shard-{n},github-user:271768688,artifact naming family with 51 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-external-pack-smoke-results,github-user:271768688,artifact naming family with 15 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-longhold-orchestrator-recovery-manifests,github-user:271768688,artifact naming family with 26 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-NO_GO_CLOSE-{n}-{n},github-user:271768688,artifact naming family with 1 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-benchmark-mode-{n}-{n},github-user:271768688,artifact naming family with 15 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-block-{n}-{n},github-user:271768688,artifact naming family with 18 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-data-manifest-{n},github-user:271768688,artifact naming family with 3 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-emergency-preservation-inventory-{n},github-user:271768688,artifact naming family with 4 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-fast-strict-smoke-results,github-user:271768688,artifact naming family with 1 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-campaign-state-after-recovery-{n}-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-campaign-state-initial-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-campaign-state-merged-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-campaign-state-verified-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-contract-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-environment-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-pilot-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-plan-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-preflight-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-prepared-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-recovery-wave-{n}-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-results,github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-sealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-shard-g{n}-s{n}-a-{uuid},github-user:271768688,artifact naming family with 32 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-smoke-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-timeline-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-unsealed-final-stage-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
artifact_family,gtbi-v{n}-framework-gate-verified-stage-{n}-{n},github-user:271768688,artifact naming family with 8 records,GTBI_HISTORICAL_RESEARCH,inventoried,gtbi_v7_new_reference_v1,historical_reference,2026-08-03T05:47:25.644301Z,archive,
